"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
7.063527438E1,2.144567668E-3,-7.112867199E-3,-2.945408411E-2
7.064527238E1,8.917013183E-4,-1.896383241E-2,-2.097859420E-2
7.065526937E1,-8.535089903E-3,-3.009504639E-2,-1.707147062E-2
7.066526738E1,-1.279939152E-2,-2.014832571E-2,-1.251043007E-2
7.067526538E1,-1.136874035E-2,-8.943076245E-3,-1.140362117E-2
7.068526238E1,-1.619272307E-2,-8.740806952E-4,-1.523669809E-2
7.069526038E1,-1.662042737E-2,2.086821944E-3,-1.985035837E-2
7.070525738E1,-1.676333137E-2,8.277702145E-4,-1.991962641E-2
7.071525538E1,-1.964913122E-2,-7.664251607E-3,-1.646763831E-2
7.072525337E1,-1.162703056E-2,-5.982942879E-3,-1.463981345E-2
7.073525038E1,-1.041955408E-2,-2.003115136E-3,-8.031979203E-3
7.074524838E1,-4.446314648E-3,-1.560734119E-3,-2.696970478E-5
7.075524638E1,-2.521649003E-3,5.362951662E-3,1.227097586E-2
7.076524338E1,-4.785060883E-4,2.093948424E-2,2.310596593E-2
7.077524137E1,2.325577661E-4,2.805119008E-2,3.134179115E-2
7.078523938E1,-1.859887503E-3,1.936955191E-2,2.743919566E-2
7.079523638E1,-8.137757890E-3,9.227434173E-3,1.806060784E-2
7.080523438E1,-1.241299789E-2,2.081222832E-3,8.479341865E-3
7.081523142E1,-9.232119657E-3,-3.373463638E-3,-9.690211155E-4
7.082522842E1,-5.839182995E-3,2.334375400E-3,-4.759220406E-3
7.083522642E1,-5.417604931E-3,1.094810292E-2,-9.019479156E-3
7.084522442E1,-6.907898001E-3,5.732992198E-3,4.341409542E-3
7.085522142E1,-7.692198269E-3,7.582556922E-3,1.261025853E-2
7.086521942E1,-3.944662400E-3,1.032566652E-4,1.421591081E-2
7.087521742E1,-1.936638728E-3,-5.695243832E-3,1.428062562E-2
7.088521442E1,-3.313397057E-3,-6.437531672E-3,1.077660359E-2
7.089521242E1,-7.677252404E-3,-7.880432531E-3,4.534685984E-3
7.090521042E1,-8.344245143E-3,-3.341911826E-3,-1.168318838E-2
7.091520742E1,-9.101915173E-3,1.570634730E-2,-2.508527972E-2
7.092520542E1,-2.523512580E-3,2.155577019E-2,-2.797551453E-2
7.093520342E1,-1.631087624E-3,1.216200180E-2,-1.645254716E-2
7.094520042E1,3.848737106E-3,2.898111474E-3,4.450694192E-3
7.095519842E1,3.803730011E-3,-7.043468766E-3,1.597099751E-2
7.096519642E1,3.478962928E-3,-8.853407577E-3,1.680953056E-2
7.097519342E1,4.117322154E-3,-2.302031498E-3,2.925406676E-3
7.098519142E1,6.255321205E-5,1.373516768E-2,-1.503599063E-2
7.099518942E1,2.521183342E-3,3.204919398E-2,-1.960251294E-2
7.100518642E1,4.527320154E-3,3.755860403E-2,-2.064035088E-2
7.101518442E1,5.284989718E-3,3.450688720E-2,-1.961183734E-2
7.102518242E1,7.868012413E-3,2.452230081E-2,-8.913915604E-3
7.103517942E1,1.619438455E-2,9.289020672E-3,7.658136543E-3
7.104517742E1,2.422906458E-2,1.938029192E-3,1.657978818E-2
7.105517442E1,3.615203500E-2,6.444364786E-3,1.321435161E-2
7.106517242E1,3.351034224E-2,1.732106507E-2,-5.971603096E-4
7.107517042E1,2.213384956E-2,2.487299033E-2,-1.767441444E-2
7.108516742E1,9.741084650E-3,3.101701289E-2,-3.373548388E-2
7.109516542E1,5.978837609E-3,3.023644164E-2,-3.952466324E-2
7.110516342E1,1.358033251E-2,2.778876014E-2,-4.169239476E-2
7.111516042E1,2.783223987E-2,2.072818577E-2,-4.086894542E-2
7.112515842E1,3.905009851E-2,1.829115301E-2,-3.436283022E-2
7.113515642E1,3.649000078E-2,1.723814011E-2,-1.937402412E-2
7.114515342E1,2.712676674E-2,6.454175804E-3,-2.241658513E-3
7.115515142E1,1.286314335E-2,2.977461554E-4,9.744163603E-3
7.116514942E1,5.081947893E-4,-6.824536249E-4,1.235558465E-2
7.117514642E1,-8.428840898E-3,-3.428705037E-3,1.398597192E-2
7.118514442E1,-6.259429269E-3,-5.281466059E-3,1.164611802E-2
7.119514242E1,-9.216563776E-4,-5.731008016E-3,6.119260099E-3
7.120513942E1,9.083335288E-3,9.891432710E-4,-6.922279485E-3
7.121513742E1,1.150840893E-2,8.742138743E-3,-1.509152632E-2
7.122513542E1,4.586185329E-3,1.999603119E-3,-1.415346563E-2
7.123513242E1,-5.711726844E-3,-1.953742467E-4,-9.919038974E-3
7.124513042E1,-2.042457461E-2,6.054813508E-3,2.632993273E-4
7.125512842E1,-3.187297285E-2,5.926715676E-3,1.070981473E-2
7.126512542E1,-2.708218805E-2,3.022593446E-4,1.681112126E-2
7.127512342E1,-1.179111749E-2,7.670693099E-3,2.134355530E-2
7.128512142E1,8.629282936E-3,7.724265102E-3,1.531211473E-2
7.129511842E1,2.311741188E-2,-1.007174607E-3,1.371528395E-2
7.130511642E1,3.094456159E-2,-2.352915239E-3,7.467482239E-3
7.131511442E1,2.687365189E-2,2.607488539E-3,1.845815685E-3
7.132511142E1,1.134156436E-2,4.564058501E-3,-3.718015272E-3
7.133510942E1,-1.321501099E-3,3.066030797E-3,-6.747095380E-3
7.134510642E1,-7.706070319E-3,5.147488788E-3,-6.016426720E-3
7.135510442E1,-6.271159276E-3,1.306986064E-2,-6.227615289E-3
7.136510242E1,-6.846804172E-4,1.085168403E-2,-5.831150338E-3
7.137509942E1,6.602164358E-4,4.760236479E-3,-7.446624339E-3
7.138509742E1,9.675467387E-3,-2.207167912E-3,-3.186186310E-3
7.139509542E1,2.010520548E-2,1.725522336E-3,-5.292747170E-3
7.140509242E1,2.840917185E-2,-1.358448528E-3,-1.022792980E-2
7.141509042E1,2.918468416E-2,3.153745551E-3,-1.302877627E-2
7.142508842E1,2.640455216E-2,2.094875555E-3,-1.162043214E-2
7.143508542E1,1.624459215E-2,-8.347112685E-3,-1.375309192E-2
7.144508342E1,3.808801062E-3,-9.735236876E-3,-1.504969411E-2
7.145508142E1,-6.668606773E-3,-1.629380323E-2,-1.692322828E-2
7.146507842E1,-8.002225310E-3,-1.799340546E-2,-1.210528892E-2
7.147507642E1,-4.782197997E-3,-1.091285981E-2,-6.294609047E-4
7.148507442E1,-5.569593981E-3,-1.384624653E-2,8.035106584E-3
7.149507142E1,-5.609806627E-3,-1.495438814E-2,1.202984806E-2
7.150506942E1,-4.149754532E-3,-1.110983640E-2,1.217520051E-2
7.151506742E1,1.330497675E-3,-3.299317788E-3,7.504815236E-3
7.152506442E1,-8.680485189E-4,5.899494514E-3,-3.606636077E-3
7.153506242E1,5.159955472E-4,5.341562442E-3,-7.996857166E-3
7.154505942E1,2.489898354E-3,1.312438864E-3,-8.589489385E-3
7.155505742E1,4.592730664E-3,4.592387471E-3,-4.134287592E-3
7.156505542E1,1.585605554E-3,6.409096997E-3,2.071696334E-3
7.157505242E1,-8.518959396E-3,-2.269612625E-3,1.235309616E-2
7.158505042E1,-1.379198767E-2,-1.181958802E-2,2.013238706E-2
7.159504842E1,-1.666633785E-2,-1.615920849E-2,1.989243552E-2
7.160504542E1,-1.745307818E-2,-1.292996481E-2,1.559423469E-2
7.161504342E1,-8.600730449E-3,-1.092593558E-2,1.122585125E-2
7.162504142E1,-3.291185945E-3,-1.110223681E-2,3.953025211E-3
7.163503842E1,2.789342776E-3,-5.301605910E-3,-8.277009241E-3
7.164503642E1,9.853690863E-3,-4.990534857E-3,-1.535488479E-2
7.165503442E1,1.218635403E-2,-9.911257774E-3,-1.039128564E-2
7.166503142E1,1.048748381E-2,-1.747476123E-2,-3.304013517E-3
7.167502942E1,2.556324005E-3,-1.605955884E-2,2.907010727E-3
7.168502742E1,-2.189632505E-3,-1.466326229E-2,7.811424788E-3
7.169502442E1,-4.101250321E-3,8.299434558E-4,1.820867136E-2
7.170502242E1,-6.350706331E-3,5.114507861E-3,2.189465426E-2
7.171501942E1,-6.993594579E-3,1.889153384E-3,2.629286423E-2
7.172501742E1,-1.023609750E-2,-1.459155232E-3,2.570874244E-2
7.173501542E1,-3.862887621E-3,3.900189884E-3,1.495702844E-2
7.174501242E1,1.571455039E-3,8.946164511E-3,3.068319289E-3
7.175501042E1,1.252130792E-2,1.154248137E-2,-7.800573949E-3
7.176500842E1,1.894647442E-2,5.553438328E-3,-1.214471832E-2
7.177500542E1,1.175008062E-2,-6.863816176E-3,-7.151024416E-3
7.178500342E1,-8.591879159E-4,-2.145261317E-2,-1.360247377E-3
7.179500142E1,-3.221677616E-3,-3.057580441E-2,6.119240541E-3
7.180499842E1,-3.818925470E-4,-1.238731109E-2,7.009086199E-3
7.181499642E1,5.910092033E-3,-7.128366269E-3,-9.258021601E-4
7.182499542E1,1.166204643E-2,-3.659334965E-3,-1.460945420E-2
7.183499242E1,1.188894734E-2,-1.658235677E-3,-2.278375998E-2
7.184499042E1,5.360879935E-3,-1.334211044E-2,-2.638231963E-2
7.185498842E1,2.499579452E-3,-1.359431259E-2,-2.435032651E-2
7.186498542E1,5.390298553E-3,-8.348192088E-3,-1.966824755E-2
7.187498342E1,9.423123673E-3,-5.903677084E-3,-9.100558236E-3
7.188498042E1,1.715306006E-2,3.955147695E-3,5.058038048E-3
7.189497842E1,3.059030697E-2,2.197196521E-2,1.242700499E-2
7.190497642E1,3.293877840E-2,3.329815343E-2,1.204059646E-2
7.191497342E1,2.624705434E-2,2.948264033E-2,1.537008025E-2
7.192497142E1,6.825700402E-3,1.023436431E-2,1.043756772E-2
7.193496942E1,-5.033088848E-3,-5.623694975E-3,3.657958703E-3
7.194496642E1,-7.225845940E-3,-1.828017086E-2,-8.030492812E-3
7.195496442E1,1.015306450E-3,-2.945719287E-2,-1.666366123E-2
7.196496242E1,6.912125740E-3,-2.925956994E-2,-2.549150027E-2
7.197495942E1,5.884145387E-3,-2.492873743E-2,-2.319692075E-2
7.198495742E1,-3.723280504E-3,-1.381685399E-2,-8.238755167E-3
7.199495542E1,-1.184964925E-2,-1.589331962E-2,1.172723062E-2
7.200495242E1,-1.887422428E-2,-1.562645659E-2,2.260598354E-2
7.201495042E1,-1.825104281E-2,-8.031387813E-3,2.893338911E-2
7.202494742E1,-1.674345136E-2,-9.553791024E-3,2.483557910E-2
7.203494542E1,-1.117398310E-2,-1.084968541E-2,1.160339639E-2
7.204494342E1,-7.650983520E-3,-2.077528741E-3,-3.430163953E-3
7.205494042E1,-7.986807264E-3,8.640361950E-3,-8.348222822E-3
7.206493842E1,-8.726836182E-3,7.001988124E-3,-2.736207563E-3
7.207493642E1,-8.876773529E-3,4.830712918E-3,5.543944426E-4
7.208493342E1,-6.682617590E-3,7.906523533E-3,9.176108055E-3
7.209493142E1,-2.540869638E-3,-3.492870834E-3,8.322032169E-3
7.210492942E1,6.135661621E-3,-1.081764325E-2,1.100515947E-2
7.211492642E1,1.472089440E-2,1.327435952E-3,4.576821346E-3
7.212492442E1,1.770801283E-2,4.268319346E-3,1.402574591E-3
7.213492242E1,1.275000628E-2,9.768013842E-3,-1.257923432E-3
7.214491942E1,6.503666751E-3,1.564739086E-2,-9.060287848E-4
7.215491742E1,-5.960458890E-3,1.128726266E-2,1.532894326E-3
7.216491442E1,-1.239697170E-2,3.256542608E-3,1.605419908E-3
7.217491242E1,-1.099322084E-2,-2.847422846E-3,-2.072139177E-3
7.218491042E1,1.273591071E-3,-8.834067732E-3,-2.858566120E-3
7.219490742E1,2.034209110E-2,-9.089997038E-3,-1.419431157E-2
7.220490542E1,3.642532229E-2,-1.100007445E-2,-1.936173812E-2
7.221490342E1,4.268747941E-2,-1.136439480E-2,-1.955588162E-2
7.222490042E1,3.927949816E-2,-1.307653636E-2,-1.496758498E-2
7.223489842E1,2.018623240E-2,-8.985122666E-3,-7.400479633E-3
7.224489642E1,3.716859035E-3,-1.004481502E-2,3.557640593E-4
7.225489342E1,-1.530157402E-2,-1.339294203E-2,4.307894967E-3
7.226489142E1,-2.296967246E-2,-1.261375099E-2,7.342942525E-3
7.227488942E1,-2.646054514E-2,-1.750517823E-2,4.824657459E-3
7.228488642E1,-2.172288671E-2,-1.645074971E-2,-3.049070016E-3
7.229488442E1,-1.580693945E-2,2.203627490E-3,-7.712531369E-3
7.230488142E1,-5.917265080E-3,-1.498557627E-3,-6.056839135E-3
7.231487942E1,7.546612062E-3,-3.972101491E-3,-8.048618212E-3
7.232487742E1,1.515241247E-2,-2.108770423E-4,-6.027457304E-3
7.233487442E1,1.585255750E-2,-8.623536676E-3,-7.383006625E-3
7.234487242E1,1.158007979E-2,-1.489765197E-2,-7.654493675E-5
7.235487042E1,1.648885198E-3,-8.328166790E-3,8.221065626E-3
7.236486742E1,-1.046322100E-2,-2.072802279E-3,1.037669368E-2
7.237486542E1,-1.789237373E-2,1.364539377E-3,1.414133795E-2
7.238486342E1,-2.076648921E-2,-3.145697061E-3,1.453267038E-2
7.239486042E1,-1.950190403E-3,-6.890101358E-3,6.792458706E-3
7.240485842E1,6.899760105E-3,-9.832894430E-3,-3.562444355E-3
7.241485542E1,1.811166853E-2,-1.577866822E-2,-1.071249880E-2
7.242485342E1,1.707880758E-2,-1.245337166E-2,-8.306761272E-3
7.243485142E1,5.490860902E-3,-1.184910070E-2,-4.405496642E-3
7.244484842E1,-7.722363807E-3,-8.419999853E-3,-1.505557448E-4
7.245484642E1,-1.791800931E-2,4.218031187E-3,4.549124278E-3
7.246484442E1,-2.869993635E-2,8.344843984E-3,8.311383426E-4
7.247484142E1,-2.746396326E-2,5.978359375E-3,2.270310652E-3
7.248483942E1,-2.445243672E-2,-5.260035396E-4,9.181218222E-3
7.249483742E1,-1.825206354E-2,-9.003643878E-3,1.620770246E-2
7.250483442E1,-9.111194871E-3,-1.441275887E-2,1.864477806E-2
7.251483242E1,3.493281081E-3,-1.103640255E-2,1.905889995E-2
7.252483042E1,2.121374384E-2,9.404057637E-3,8.927253075E-3
7.253482742E1,2.708068676E-2,1.387524046E-2,3.138605971E-3
7.254482542E1,2.743470483E-2,9.704122320E-3,7.892776281E-3
7.255482242E1,2.008171752E-2,7.912879810E-3,1.407051086E-2
7.256482042E1,1.217585430E-2,7.045605220E-3,1.727901399E-2
7.257481842E1,4.103813320E-3,7.228031754E-3,1.424434129E-2
7.258481542E1,3.662657924E-3,4.200074356E-3,3.729212098E-3
7.259481342E1,2.804321237E-3,3.326025326E-3,-1.144334860E-2
7.260481142E1,7.372102235E-3,3.280965611E-4,-2.654500864E-2
7.261480842E1,3.735556267E-3,-7.424364798E-3,-3.614091128E-2
7.262480642E1,-3.307368606E-4,-1.840484887E-2,-4.510337859E-2
7.263480442E1,1.942804083E-3,-2.084057778E-2,-3.911180049E-2
7.264480142E1,6.966438610E-3,-1.763406023E-2,-2.838948183E-2
7.265479942E1,1.148342621E-2,-1.514560357E-2,-1.618394628E-2
7.266479642E1,1.504754089E-2,-6.548500620E-3,-4.874225706E-3
7.267479442E1,1.844972931E-2,7.050931454E-3,7.169920020E-3
7.268479242E1,2.129132301E-2,1.362414565E-2,1.322408393E-2
7.269478942E1,1.255934965E-2,2.199046686E-2,1.900154538E-2
7.270478742E1,4.965612199E-3,2.510236949E-2,1.758500934E-2
7.271478542E1,-2.539175563E-3,2.737990767E-2,1.257853396E-2
7.272478242E1,-3.350771964E-3,2.617210336E-2,1.267830655E-2
7.273478042E1,-2.633582801E-3,1.990275458E-2,1.350894570E-2
7.274477842E1,-1.695089974E-3,-1.455680467E-3,1.253948174E-2
7.275477542E1,3.626705147E-3,-5.218194798E-3,9.983113036E-3
7.276477342E1,1.246086229E-2,3.056737129E-3,8.424543776E-3
7.277477042E1,1.397167332E-2,6.849267520E-4,1.187307108E-2
7.278476842E1,1.066512614E-2,-2.984999679E-3,8.280619979E-3
7.279476642E1,-1.747335307E-3,-3.522692248E-3,3.967363853E-3
7.280476342E1,-1.280217525E-2,-1.493412070E-2,3.532046685E-3
7.281476142E1,-2.249714732E-2,-2.518356405E-2,-6.369586103E-3
7.282475892E1,-3.073401004E-2,-2.383597754E-2,-1.240689401E-2
7.283475592E1,-3.647365421E-2,-2.049158141E-2,-1.192832459E-2
7.284475392E1,-3.839092329E-2,-1.829612255E-2,-1.002645213E-2
7.285475092E1,-3.053273261E-2,-1.511870511E-2,-7.411228493E-3
7.286474892E1,-1.680325344E-2,-7.939960808E-3,-4.880263936E-3
7.287474692E1,3.651421517E-3,5.746972747E-4,-1.406436786E-3
7.288474392E1,2.375152707E-2,3.426909912E-3,-1.788617577E-3
7.289474192E1,3.426861763E-2,1.081425324E-2,3.851957386E-3
7.290473992E1,2.985280380E-2,1.515905652E-2,8.951906115E-3
7.291473692E1,2.156105079E-2,1.430711243E-2,1.758347638E-2
7.292473492E1,1.329312380E-2,1.822597720E-2,1.746278256E-2
7.293473292E1,4.961424507E-3,2.041376382E-2,1.704759710E-2
7.294472992E1,2.453297377E-3,1.476685703E-2,1.230100542E-2
7.295472792E1,2.140908502E-3,5.562972277E-3,2.033720724E-3
7.296472492E1,7.134861313E-3,4.491283558E-3,-5.848851521E-3
7.297472292E1,1.003770716E-2,9.945528582E-4,-7.915196940E-3
7.298472092E1,1.683383249E-2,-5.135094747E-3,-1.457675360E-2
7.299471792E1,2.016118541E-2,-8.101856336E-3,-2.246157452E-2
7.300471592E1,1.464710571E-2,-5.147761665E-3,-2.906522527E-2
7.301471392E1,-3.850412555E-3,-8.790167049E-3,-2.789689600E-2
7.302471092E1,-1.904715970E-2,-1.353723649E-2,-1.959634572E-2
7.303470892E1,-2.808885649E-2,-1.552129164E-2,-1.052189153E-2
7.304470692E1,-3.130384162E-2,-1.243174821E-2,-5.597636569E-3
7.305470392E1,-2.498549223E-2,-1.474896446E-2,-3.083612304E-3
7.306470192E1,-1.331000682E-2,-7.525831461E-3,-6.979661994E-4
7.307469892E1,-4.170303233E-3,-1.089792605E-2,-6.139869336E-3
7.308469692E1,3.628815524E-3,-8.756194264E-3,-1.174954325E-2
7.309469492E1,3.820562735E-3,-7.109029684E-3,-7.122832816E-3
7.310469192E1,-2.919696271E-4,-5.505552515E-3,-8.726012893E-4
7.311468992E1,-2.608386800E-3,-1.407746691E-3,7.252437063E-3
7.312468792E1,-6.905665621E-3,1.117033325E-2,1.488384511E-2
7.313468492E1,-5.791932344E-3,2.258411050E-2,1.963226125E-2
7.314468292E1,-1.673614606E-4,2.291073836E-2,2.421103045E-2
7.315467992E1,1.748249866E-3,1.657028496E-2,1.844155788E-2
7.316467792E1,9.244650602E-3,1.478723809E-2,1.026555710E-2
7.317467592E1,8.823338896E-3,3.713282291E-3,6.424479187E-3
7.318467292E1,5.523759406E-3,-1.134620234E-2,3.401006106E-3
7.319467092E1,-3.749899566E-3,-3.379622009E-3,-2.074719407E-3
7.320466892E1,-1.262240671E-2,1.600796822E-3,-5.053644069E-3
7.321466592E1,-1.879002154E-2,-3.642434720E-3,-8.923484012E-3
7.322466392E1,-1.974497736E-2,-1.152212266E-3,-1.048721001E-2
7.323466192E1,-1.316377334E-2,-9.178542532E-4,-1.516398601E-2
7.324465892E1,-7.984668948E-3,-7.803823799E-3,-1.412580162E-2
7.325465692E1,-4.057572223E-3,2.347258851E-5,-1.174786687E-2
7.326465392E1,-2.691211179E-3,8.356467821E-3,-9.355301969E-3
7.327465192E1,-4.828397185E-3,8.517854847E-3,-7.543568499E-4
7.328464992E1,-1.002302673E-2,1.291665714E-2,7.577173412E-3
7.329464692E1,-1.363347378E-2,9.334438480E-3,2.205970883E-2
7.330464492E1,-1.284696255E-2,8.789984509E-3,2.867767774E-2
7.331464192E1,-4.739235155E-3,1.032369770E-2,2.985665947E-2
7.332463992E1,8.870605379E-3,1.088375319E-2,2.423013002E-2
7.333463792E1,1.871285029E-2,8.342831396E-3,1.294684876E-2
7.334463492E1,1.531444862E-2,1.047435589E-2,2.904831432E-3
7.335463292E1,2.215690911E-3,1.885399222E-2,-6.335271988E-3
7.336463092E1,-1.830732077E-2,1.968827844E-2,-9.342420846E-3
7.337462792E1,-2.816288173E-2,2.037164569E-2,-1.496648602E-2
7.338462592E1,-2.675032057E-2,1.539483853E-2,-1.542975195E-2
7.339462392E1,-2.107618935E-2,7.525730878E-3,-1.794377714E-2
7.340462092E1,-1.077217329E-2,-2.679080237E-3,-1.522880793E-2
7.341461892E1,-2.330752090E-3,-1.438953169E-2,-7.615095470E-3
7.342461592E1,-1.151317731E-3,-2.908729389E-2,-9.044500999E-3
7.343461392E1,1.983223483E-3,-2.495380118E-2,-1.119447127E-2
7.344461192E1,-2.555071376E-3,-9.148620069E-3,-1.484334283E-2
7.345460892E1,-1.021565497E-2,5.415580235E-4,-1.764152572E-2
7.346460692E1,-1.509600226E-2,2.385708317E-2,-1.469189860E-2
7.347460492E1,-1.866357401E-2,4.456076398E-2,-5.161245354E-3
7.348460192E1,-1.853172109E-2,4.918444529E-2,1.033317670E-2
7.349459992E1,-1.331325620E-2,5.149207637E-2,1.914344728E-2
7.350459692E1,-5.692223087E-3,3.885886818E-2,3.319450095E-2
7.351459492E1,4.579855129E-3,1.860423945E-4,4.365832731E-2
7.352459292E1,2.768379264E-2,-2.316335589E-2,4.175050184E-2
7.353458992E1,3.972341120E-2,-1.397491898E-2,2.219943702E-2
7.354458792E1,2.774386853E-2,-4.327832256E-3,8.463147096E-3
7.355458592E1,-1.614019275E-3,3.488012590E-3,1.303771278E-3
7.356458292E1,-3.117108718E-2,1.535733137E-2,1.016420079E-3
7.357458092E1,-5.030696839E-2,1.790091395E-2,-3.434254788E-3
7.358457792E1,-6.125183403E-2,1.261997502E-2,-2.613780089E-4
7.359457592E1,-5.369458348E-2,-3.556863870E-3,-6.400793791E-4
7.360457392E1,-3.429417312E-2,-8.926020935E-3,-2.811000682E-3
7.361457092E1,-1.343283243E-2,-1.069143042E-2,-1.087425370E-2
7.362456892E1,-1.960415393E-4,-8.041395806E-3,-1.092336141E-2
7.363456692E1,9.393202141E-3,1.243591588E-2,-7.194668986E-3
7.364456392E1,5.232620984E-3,2.083420381E-2,2.115947893E-3
7.365456192E1,-1.877108589E-4,2.207443863E-2,7.647067308E-3
7.366455892E1,3.413978964E-3,2.525229566E-2,1.050851960E-2
7.367455692E1,4.763935693E-3,2.891360782E-2,1.297114417E-2
7.368455492E1,1.138759032E-2,3.173129633E-2,5.557867698E-3
7.369455192E1,1.160330605E-2,2.894270048E-2,3.557034535E-3
7.370454992E1,2.000965364E-2,2.465277724E-2,3.723762929E-3
7.371454792E1,3.039571643E-2,2.209827304E-2,3.521096194E-3
7.372454492E1,4.079858214E-2,2.574043348E-2,1.336583402E-3
7.373454292E1,4.587429762E-2,3.855103627E-2,-3.033913672E-4
7.374453992E1,3.675512969E-2,4.186921194E-2,2.849055454E-4
7.375453792E1,2.429633215E-2,2.232640609E-2,-4.338817671E-4
7.376453592E1,8.987016976E-3,4.374095704E-3,-8.183456957E-4
7.377453292E1,-2.355091274E-4,2.755959053E-3,-1.539382711E-2
7.378453092E1,-8.002859540E-3,-3.480799496E-4,-2.962895110E-2
7.379452892E1,-3.318891861E-3,-7.717888802E-4,-2.334894985E-2
7.380452592E1,1.127304696E-2,1.277942304E-2,-2.009297907E-2
7.381452392E1,2.857293934E-2,3.911808506E-2,-1.523137745E-2
7.382452150E1,3.892393038E-2,4.750442132E-2,-1.021336205E-2
7.383451950E1,4.140226543E-2,1.888795570E-2,-1.516277436E-3
7.384451750E1,4.740636423E-2,-1.938992366E-2,9.730784222E-3
7.385451450E1,6.183457375E-2,4.615925997E-2,2.420985699E-2
7.386451250E1,6.170567498E-2,7.108656317E-2,3.418705240E-2
7.387451050E1,4.598636553E-2,4.462433234E-2,3.712957725E-2
7.388450750E1,3.905953467E-2,4.244765639E-2,3.094434924E-2
7.389450550E1,3.403148800E-2,2.672674693E-2,1.458960958E-2
7.390450250E1,3.193640709E-2,-2.252441831E-3,-3.910046071E-4
7.391450050E1,4.899102449E-2,2.169443667E-2,-4.556987900E-3
7.392449850E1,1.468442380E-1,-9.587917477E-3,-1.776004024E-2
7.393449550E1,1.966887563E-1,-1.179886907E-1,-1.928496547E-2
7.394449350E1,2.104680687E-1,-7.951088995E-2,-3.623376414E-2
7.395449150E1,1.830409765E-1,-7.528685033E-2,-4.335585609E-2
7.396448850E1,1.649563015E-1,-4.066012055E-2,-3.767570853E-2
7.397448650E1,1.733231544E-1,-1.188892499E-2,-2.605500817E-2
7.398448350E1,1.811614484E-1,-5.421772599E-2,-2.558981255E-2
7.399448150E1,1.508578658E-1,-7.977821678E-2,-1.948824339E-2
7.400447950E1,1.357759833E-1,-7.567381114E-2,-6.912893616E-3
7.401447650E1,1.202577427E-1,-1.019701287E-1,-1.804144494E-2
7.402447450E1,8.923285455E-2,-1.289108396E-1,-3.776377439E-2
7.403447250E1,3.704182059E-2,-1.387701333E-1,-4.784569889E-2
7.404446950E1,-3.578239679E-2,-1.494740844E-1,-4.456458241E-2
7.405446750E1,-1.096944436E-1,-1.329366565E-1,-2.675629035E-2
7.406446450E1,-1.634173691E-1,-7.892842591E-2,-2.416763455E-2
7.407446250E1,-1.855034977E-1,-4.269479215E-2,-4.060892388E-2
7.408446050E1,-1.517673582E-1,-8.214051835E-3,-6.402856112E-2
7.409445750E1,-1.027161777E-1,2.066606656E-2,-8.754773438E-2
7.410445550E1,-5.165702105E-2,1.342972741E-2,-9.006355703E-2
7.411445350E1,-2.268562093E-4,-2.426651679E-2,-7.234475017E-2
7.412445050E1,3.766489401E-2,-6.776100397E-2,-4.647673666E-2
7.413444850E1,5.441617593E-2,-9.274198115E-2,-2.344571799E-2
7.414444550E1,3.113615513E-2,-9.336915612E-2,-1.407964714E-2
7.415444350E1,-3.429798037E-2,-9.635242820E-2,-5.220272578E-4
7.416444150E1,-1.161982119E-1,-7.272978127E-2,2.363114618E-3
7.417443850E1,-1.843002886E-1,-2.159975097E-2,-1.685638726E-2
7.418443650E1,-2.160089761E-1,3.119219095E-2,-4.377177358E-2
7.419443450E1,-2.171275020E-1,9.300415963E-2,-6.336651742E-2
7.420443150E1,-1.684105694E-1,9.886045009E-2,-7.047022879E-2
7.421442950E1,-1.063562483E-1,4.662813991E-2,-8.037959039E-2
7.422442650E1,-4.498328269E-2,-1.681704074E-2,-8.065916598E-2
7.423442450E1,-4.876875319E-3,-5.254867673E-2,-5.224137008E-2
7.424442250E1,6.775233429E-3,-6.421081722E-2,-1.636740938E-2
7.425441950E1,-4.013765603E-3,-1.719963551E-2,1.132520474E-2
7.426441750E1,-2.643142641E-2,2.844534256E-2,7.147169206E-3
7.427441450E1,-5.626016110E-2,7.428260893E-2,-1.192878745E-2
7.428441250E1,-8.332283050E-2,1.213055775E-1,-2.859921008E-2
7.429441050E1,-9.026915580E-2,1.075751111E-1,-3.508001193E-2
7.430440750E1,-8.921499550E-2,1.323320530E-2,-5.514338240E-2
7.431440550E1,-6.922824681E-2,-5.547688156E-2,-6.436803937E-2
7.432440350E1,-4.993481189E-2,-4.765281826E-2,-5.135985091E-2
7.433440050E1,-4.135330766E-2,-1.699709333E-3,-3.141091019E-2
7.434439850E1,-4.421045631E-2,3.959147260E-2,-7.605343126E-3
7.435439550E1,-5.352326483E-2,7.350310683E-2,6.175450049E-3
7.436439350E1,-6.127984822E-2,6.410299987E-2,1.016096771E-2
7.437439150E1,-5.714635551E-2,7.342725992E-2,1.488088816E-2
7.438438850E1,-4.447849840E-2,5.605759472E-2,1.446303725E-2
7.439438650E1,-2.474846877E-2,2.503789216E-2,-9.550666437E-4
7.440438450E1,-6.943693385E-3,1.722854003E-2,-2.101727575E-2
7.441438150E1,4.718787968E-4,5.334597081E-3,-2.852179855E-2
7.442437950E1,2.330727875E-4,-1.752407290E-2,-2.666548640E-2
7.443437650E1,-1.776282676E-3,-1.652245782E-2,-2.022063546E-2
